STAIDT,site_no,STATION_NAME,LATITUDE,LONGITUDE,FINAL_REFERENCE,DA_SQKM,NHDV2_COMID
T11305500,11305500,SAN ANTONIO C NR SAN ANDREAS CA,38.13103165,-120.6371512,N,48,17067208
T11306000,11306000,SF CALAVERAS R NR SAN ANDREAS CA,38.14436464,-120.6638192,N,118,17067108
T11306500,11306500,CALAVERITAS C NR SAN ANDREAS CA,38.16380851,-120.6593748,N,53,17067014
T11307000,11307000,ESPERANZA C NR MOKELUMNE HILL CA,38.31658137,-120.5954844,N,16.6,17066152
T11307500,11307500,JESUS MARIA C NR MOKELUMNE HILL CA,38.28324924,-120.6510422,N,34.6,17066270
T11308000,11308000,NF CALAVERAS R NR SAN ANDREAS CA,38.22130689,-120.6993772,N,85.2,17066690
T11308500,11308500,MURRAY C NR SAN ANDREAS CA,38.21241824,-120.6829875,N,22.7,17066768
T11308900,11308900,CALAVERAS R BL NEW HOGAN DAM NR VALLEY SPRINGS CA,38.14797568,-120.8249362,N,363,17067102
T11309000,11309000,COSGROVE C NR VALLEY SPRINGS CA,38.13603156,-120.8357697,N,21.1,17067196
T11309500,11309500,CALAVERAS R A JENNY LIND CA,38.08881063,-120.8657702,N,393,2976420
T11311000,11311000,STOCKTON DIVERT CN A STOCKTON CA,37.99297865,-121.2593908,NA,NA,2979206
T11312000,11312000,BEAR C NR LOCKEFORD CA,38.15269672,-121.1388332,N,47.6,3953369
T11312500,11312500,BEAR C AT HARMONY SCHOOL NR LOCKEFORD CA,38.11658645,-121.1793896,N,51.1,3952873
T11313000,11313000,DELTA-MENDOTA CN A TRACY PP NR TRACY CA,37.79687204,-121.5852273,NA,NA,1897068
T11313510,11313510,SALT SPRINGS PH NR WEST POINT CA,38.49796756,-120.2182488,NA,NA,17055544
T11314000,11314000,TIGER C PH COND BL SALT SPRINGS DAM CA,38.4957454,-120.2207489,NA,NA,17055528
T11314500,11314500,NF MOKELUMNE R BL SALT SPRINGS DAM CA,38.4935232,-120.2210266,N,170,17055544
T11315000,11315000,COLE C NR SALT SPRINGS DAM CA,38.5190783,-120.2126928,Y,21,17053540
T11315500,11315500,BEAR R A PARDOE CAMP CA,38.53324502,-120.2510273,N,33,17053578
T11316000,11316000,BEAR R NR SALT SPRINGS DAM CA,38.49352287,-120.2893623,N,48,17055540
T11316500,11316500,NF MOKELUMNE R NR WEST POINT CA,38.46657805,-120.3676982,N,273,17055806
T11316600,11316600,NF MOKELUMNE R AB TIGER C CA,38.44657711,-120.4902023,N,333,17055970
T11316605,11316605,TIGER C BL REGULATOR RES NR PIONEER CA,38.47694444,-120.4530556,N,7.35,17055724
T11316610,11316610,TIGER C PH NR WEST POINT CA,38.44907699,-120.4929802,NA,NA,17058244
T11316700,11316700,NF MOKELUMNE R BL ELECTR DIV DAM NR WEST PT CA,38.4207444,-120.5499267,N,365,17056846
T11316800,11316800,FOREST C NR WILSEYVILLE CA,38.40324566,-120.4468676,Y,20.8,17056582
T11317000,11317000,MF MOKELUMNE R A WEST POINT CA,38.3896344,-120.5265927,N,68.4,17056670
T11317500,11317500,SF MOKELUMNE R NR RAILROAD FLAT CA,38.33185918,-120.4232557,N,38.7,17057430
T11318500,11318500,SF MOKELUMNE R NR WEST POINT CA,38.36824625,-120.5454823,Y,75.1,17056948
T11319500,11319500,MOKELUMNE R NR MOKELUMNE HILL CA,38.3126926,-120.7202112,N,544,17057632
T11321000,11321000,MOKELUMNE R A LANCHA PLANA CA,38.22352898,-120.8899385,N,587,3955377
T11323500,11323500,MOKELUMNE R BL CAMANCHE DAM CA,38.22047316,-121.0396646,N,621,3953353
T11325000,11325000,WOODBRIDGE CN A WOODBRIDGE CA,38.1524182,-121.3018925,NA,NA,3953371
T11325500,11325500,MOKELUMNE R A WOODBRIDGE CA,38.15852914,-121.3035592,N,661,948040261
T11326300,11326300,DRY C AB SUTTER C NR IONE CA,38.41491123,-120.9060501,N,70.9,17056468
T11327000,11327000,SUTTER C NR SUTTER CREEK CA,38.39574509,-120.7813239,N,48.1,17056674
T11327500,11327500,SUTTER C AT SUTTER CREEK CA,38.39657839,-120.7810461,N,50.7,17056674
T11328000,11328000,DRY C NR IONE CA,38.29908168,-121.0635544,N,269,3951993
T11329000,11329000,GOOSE C NR ELLIOTT CA,38.25491609,-121.1210555,N,8.44,3952217
T11329500,11329500,DRY C NR GALT CA,38.24797116,-121.2268913,N,324,3953331
T11330000,11330000,NF COSUMNES R A COSUMNES MINE CA,38.66962737,-120.5335364,N,38.7,20194984
T11331500,11331500,CAMP C NR CAMINO CA,38.69296021,-120.5440922,N,32.4,20194888
T11332500,11332500,SLY PARK C NR POLLOCK PINES CA,38.71379305,-120.570482,N,18.2,20194854
T11333000,11333000,CAMP C NR SOMERSET CA,38.65712715,-120.6638189,N,62.6,20196266
T11333500,11333500,NF COSUMNES R NR EL DORADO CA,38.58879492,-120.8449367,N,205,20195536
T11334200,11334200,MF COSUMNES R NR SOMERSET CA,38.62462766,-120.7015981,N,107,20195334
T11334300,11334300,SF COSUMNES R NR RIVER PINES CA,38.55685113,-120.7932682,Y,64.3,20196320
T11334500,11334500,COSUMNES R NR PLYMOUTH CA,38.53907385,-120.8635485,N,436,20195858
T11335000,11335000,COSUMNES R A MICHIGAN BAR CA,38.50018619,-121.0452212,N,536,20192498
T11335655,11335655,DEER C NR CAMERON PARK CA,38.62388889,-120.993611,N,10.3,20195338
T11335700,11335700,DEER C NR SLOUGHHOUSE CA,38.55157363,-121.1093896,N,46,20192438
T11336000,11336000,COSUMNES R A MCCONNELL CA,38.35796752,-121.343839,N,724,3953273
T11336580,11336580,MORRISON C NR SACRAMENTO CA,38.49851847,-121.4527317,N,53.4,15040355
T11336585,11336585,LAGUNA C NR ELK GROVE CA,38.42324335,-121.353284,N,31.9,15040999
T11337000,11337000,CONTRA COSTA CN NR OAKLEY CA,37.9954775,-121.701898,NA,NA,1896864
T11337500,11337500,MARSH C NR BYRON CA,37.87325835,-121.7271752,Y,42.6,1893770
T11337600,11337600,MARSH C A BRENTWOOD CA,37.9627006,-121.687453,N,38.3,1896910
T11341400,11341400,SACRAMENTO R NR MT SHASTA CA,41.26654165,-122.3116771,Y,135,7964867
T11341500,11341500,SACRAMENTO R A CASTELLA CA,41.13820766,-122.3144543,N,256,7965005
T11342000,11342000,SACRAMENTO R A DELTA CA,40.93959397,-122.4172351,N,425,7966063
T11342500,11342500,SACRAMENTO R A ANTLER CA,40.88014987,-122.3791774,N,460,7966139
T11343500,11343500,NF PIT R NR ALTURAS CA,41.49989256,-120.4893983,N,203,948020259
T11344000,11344000,NF PIT R A ALTURAS CA,41.48211471,-120.5388443,N,212,7927411
T11345500,11345500,SF PIT R NR LIKELY CA,41.2307286,-120.4371726,N,247,7932193
T11347500,11347500,PINE C NR ALTURAS CA,41.4315601,-120.4405075,N,23.5,7927911
T11348200,11348200,PIT R NR ALTURAS CA,41.48322536,-120.6305142,N,1080,7927371
T11348500,11348500,PIT R NR CANBY CA,41.40600116,-120.9277458,N,1431,7932045
T11349000,11349000,PIT R NR LOOKOUT CA,41.324055,-121.1277525,N,1585,7926453
T11350500,11350500,ASH C A ADIN CA,41.19822445,-120.9433005,N,258,7932213
T11351700,11351700,MUCK VALLEY PP NR LITTLE VALLEY CA,40.97238712,-121.2538634,NA,NA,7951786
T11351945,11351945,PIT R TUNNEL FLOW TO MUCK VALLEY PP NR BIEBER CA,41.01516624,-121.154694,NA,2475,7926519
T11351946,11351946,PIT R BYPSS FLW BL DIV TO MUCK VALLEY PP NR BIEBER,41.01516624,-121.154694,NA,2475,7926519
T11351948,11351948,PIT R OGEE WEIR BL DIV TO MUCK VALLEY PP NR BEIBER,41.01516624,-121.154694,NA,2475,7926519
T11351950,11351950,PIT R BL DIV TO MUCK VALLEY PP NR BIEBER CA,41.0151662,-121.154694,N,2475,7926519
T11352000,11352000,PIT R NR BIEBER CA,41.01516624,-121.154694,N,2475,7926519
T11352500,11352500,HORSE C AT LITTLE VALLEY NR PITTVILLE CA,40.89822142,-121.174415,N,237,7952018
T11353700,11353700,FALL R NR DANA CA,41.10543969,-121.5510971,N,123,7948006
T11354200,11354200,PIT NO 1 PH NR FALL RIVER MILLS CA,40.99099584,-121.4980378,NA,NA,7951742
T11355000,11355000,PIT R AT FALL RIVER MILLS CA,40.991552,-121.4385915,N,3651,7951792
T11355010,11355010,PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,40.9832178,-121.511927,N,3761,7952678
T11355500,11355500,HAT C NR HAT CREEK CA,40.68654984,-121.4246992,N,162,7952754
T11358010,11358010,LOST C NO 1 PP NR OLD STATION CA,40.75766131,-121.414421,NA,NA,7952278
T11358020,11358020,LOST C BL DIV TO LOST C PP1 NR OLD STATION CA,40.75960579,-121.4138654,N,7.53,7952278
T11358700,11358700,HAT C BL HAT NO 1 DIV DAM NR BURNEY CA,40.918772,-121.5516499,N,347,7952820
T11358800,11358800,HAT C NO 1 PH NR BURNEY CA,40.92905,-121.5447053,NA,NA,7951880
T11359100,11359100,HAT NO 2 POWER CN DIV TO HAT C NR BURNEY CA,40.95016139,-121.545261,NA,NA,7952890
T11359300,11359300,HAT C NO 2 PH NR BURNEY CA,40.96043925,-121.5485946,NA,NA,7951822
T11360500,11360500,BURNEY C A PARK AVENUE NR BURNEY CA,40.87626981,-121.6713765,N,94.6,7952064
T11362300,11362300,PIT NO 3 PH NR BURNEY CA,40.996826,-121.7477675,NA,NA,7952864
T11362500,11362500,PIT R BL PIT NO 4 DAM CA,40.97349199,-121.7794355,N,4648,7951808
T11362600,11362600,PIT R NO 4 PH NR BURNEY CA,40.98626916,-121.8499935,NA,NA,7952694
T11362700,11362700,PIT NO 5 PP NR BIG BEND CA,40.98598998,-121.9774982,NA,NA,7951770
T11362800,11362800,NELSON C PP NR BIG BEND CA,41.02904688,-121.8911064,NA,NA,7948320
T11362880,11362880,NELSON C OVERFLOW WEIR BL PP DIV NR BIG BEND CA,41.04210268,-121.8772172,NA,13.2,7948266
T11362890,11362890,NELSON C RELEASE WEIR BL PP DIV NR BIG BEND CA,41.04210268,-121.8772172,NA,13.2,7948266
T11362900,11362900,NELSON C BL DIV TO NELSON C PP NR BIG BEND CA,41.04210268,-121.8772172,N,13.2,7948266
T11362940,11362940,EF NELSON C OVERFLOW WEIR BL PP DIV NR BIG BEND CA,41.04015824,-121.8755504,NA,8.18,7948302
T11362945,11362945,EF NELSON C RELEASE WEIR BL PP DIV NR BIG BEND CA,41.04015824,-121.8755504,NA,8.18,7948302
T11362950,11362950,EF NELSON C BL DIV TO NELSON C PP NR BIG BEND CA,41.0401582,-121.8755504,N,8.18,7948302
T11363000,11363000,PIT R A BIG BEND CA,41.01932436,-121.911107,N,4711,7948916
T11363910,11363910,JAMES B BLACK PH NR BIG BEND CA,40.98654554,-121.9774982,NA,NA,7951766
T11363930,11363930,IRON CANYON C BL IRON CANYON DAM NR BIG BEND CA,41.03932379,-121.9852764,N,11.2,7948346
T11364000,11364000,PIT R AB HATCHET CREEK CA,40.91932259,-121.9941653,N,4818,7951912
T11364150,11364150,PIT R NO 6 PH NR MONTGOMERY CREEK CA,40.9207115,-121.9927764,NA,NA,7951912
T11364155,11364155,ROARING C PP NR MONTGOMERY CREEK CA,40.88321157,-121.9486082,NA,NA,7952048
T11364200,11364200,ROARING C BLW DIV TO ROARING C PP NR MONTGMRY C CA,40.8893227,-121.9508305,N,34.8,7952048
T11364250,11364250,HATCHET C PP NR MONTGOMERY CREEK CA,40.87404505,-121.9205517,NA,NA,7952070
T11364300,11364300,HATCHET C BL DIV TO HATCHET C PP NR MNTGMRY C CA,40.87737886,-121.8663833,N,29.6,7952070
T11365000,11365000,PIT R NR MONTGOMERY CREEK CA,40.84376636,-122.0024986,N,4952,7951290
T11365500,11365500,SQUAW C AB SHASTA LK CA,40.85682061,-122.0866676,Y,64,7951258
T11366500,11366500,PIT R NR YDALPOM CA,40.76320639,-122.2361152,N,5350,7951348
T11367500,11367500,MCCLOUD R NR MCCLOUD CA,41.18821296,-122.065557,N,358,7960779
T11367720,11367720,MCCLOUD-IRON CANYON DIVER TUNNEL NR MCCLOUD CA,41.13487886,-122.0750017,NA,NA,7961225
T11367760,11367760,MCCLOUD R BL MCCLOUD DAM NR MCCLOUD CA,41.12515666,-122.0686126,N,404,7960871
T11367800,11367800,MCCLOUD R A AH-DI-NA NR MCCLOUD CA,41.1107115,-122.0961134,N,427,7960915
T11368000,11368000,MCCLOUD R AB SHASTA LK CA,40.9582079,-122.2197275,N,604,7962651
T11368500,11368500,MCCLOUD R NR GREGORY CA,40.88820745,-122.2211159,N,633,7962711
T11369000,11369000,MCCLOUD R A BAIRD CA,40.78042805,-122.3011177,N,673,7963509
T11369500,11369500,SACRAMENTO R A KENNETT CA,40.74320492,-122.4077884,N,6355,7966193
T11370500,11370500,SACRAMENTO R A KESWICK CA,40.6009835,-122.4444553,N,6468,2495224
T11371000,11371000,CLEAR C A FRENCH GULCH CA,40.6948699,-122.6366845,Y,115,2782657
T11371600,11371600,SPRING C PH A KESWICK CA,40.62792758,-122.467512,NA,NA,2782279
T11372000,11372000,CLEAR C NR IGO CA,40.51320587,-122.5241795,Y,228,2495296
T11372050,11372050,CHURN C NR REDDING CA,40.64292818,-122.3691749,N,9.35,2494478
T11372060,11372060,CHURN C BL NEWTOWN C NR REDDING CA,40.63792823,-122.3683415,N,11.9,2494492
T11372080,11372080,S COW C CN DIV TO S COW C NR WHITMORE CA,40.59293278,-121.9824958,NA,NA,2764420
T11372200,11372200,S COW C NR MILLVILLE CA,40.54876495,-122.0924984,N,77.3,2763522
T11372325,11372325,KILARC CN DIV TO OLD COW C NR WHITMORE CA,40.6868225,-121.8086035,NA,NA,2764310
T11372330,11372330,OLSEN PP NR WHITMORE CA,40.63876641,-121.9252726,NA,NA,2764376
T11372350,11372350,OLD COW C BL DIV TO OLSEN PP NR WHITMORE CA,40.66932208,-121.8919388,N,32.6,2764352
T11373200,11373200,OAK RUN C NR OAK RUN CA,40.69015401,-122.0441653,N,11,2763434
T11373300,11373300,LITTLE COW C NR INGOT CA,40.74570911,-122.0622219,N,60.8,2763832
T11374000,11374000,COW C NR MILLVILLE CA,40.50487467,-122.2330577,Y,425,2495212
T11374100,11374100,BEAR C NR MILLVILLE CA,40.53043149,-122.1094431,N,75.7,2763542
T11374400,11374400,MF COTTONWOOD C NR ONO CA,40.36737354,-122.5730675,N,244,4296309
T11375500,11375500,NF COTTONWOOD C A ONO CA,40.47209453,-122.6233481,N,58.8,2800177
T11375700,11375700,NF COTTONWOOD C NR IGO CA,40.44209523,-122.5502903,Y,88.7,2800225
T11375810,11375810,COTTONWOOD C NR OLINDA CA,40.38487397,-122.4763985,N,395,4296285
T11375820,11375820,SF COTTONWOOD C NR COTTONWOOD CA,40.31626368,-122.4488965,N,217,4296867
T11375870,11375870,SF COTTONWOOD C NR OLINDA CA,40.32598584,-122.4455632,N,371,4296389
T11376000,11376000,COTTONWOOD C NR COTTONWOOD CA,40.38709797,-122.2386119,N,927,948020238
T11376025,11376025,NF BATTLE C BL MCCUMBER DAM NR MANZANITA LAKE CA,40.53737967,-121.732488,N,27.6,2764502
T11376043,11376043,VOLTA NO 1 PH NR MANTON CA,40.4593233,-121.866935,NA,NA,2765996
T11376046,11376046,VOLTA NO2 PH NR MANTON CA,40.4521012,-121.861657,NA,NA,2766008
T11376050,11376050,NF BATTLE C BL DIV TO KESWICK CN NR MANTON CA,40.49987919,-121.8091564,N,74.4,2765988
T11376110,11376110,PONDEROSA-BAILEY C PP NR MANTON CA,40.45821245,-121.8422121,NA,NA,2765984
T11376120,11376120,BAILEY C BL DIV TO POND BAILEY C PP NR MANTON CA,40.4662681,-121.8244339,N,29.6,2765984
T11376410,11376410,S PH NR MANTON CA,40.39571255,-121.878323,NA,NA,2766194
T11376430,11376430,INSKIP PH NR MANTON CA,40.40098958,-121.964437,NA,NA,948020794
T11376450,11376450,COLEMAN CN AB COLEMAN FOREBAY NR COTTONWOOD CA,40.4187658,-122.1013859,NA,NA,2765146
T11376458,11376458,COLEMAN PH NR COTTONWOOD CA,40.4048768,-122.1222196,NA,NA,2495726
T11376500,11376500,BATTLE C NR COTTONWOOD CA,40.39709897,-122.1358311,Y,356,2496048
T11376550,11376550,BATTLE C BL COLEMAN FISH HATCHERY NR COTTONWOOD CA,40.39820996,-122.1463869,N,357,2496048
T11377100,11377100,SACRAMENTO R AB BEND BRIDGE NR RED BLUFF CA,40.28848836,-122.1866645,N,8900,12068830
T11377500,11377500,PAYNES C NR RED BLUFF CA,40.26376637,-122.1872197,N,92.8,12068708
T11378000,11378000,SACRAMENTO R NR RED BLUFF CA,40.2318222,-122.1816633,N,9020,12068868
T11378800,11378800,RED BANK C NR RED BLUFF CA,40.09015431,-122.4136117,N,93.5,12068268
T11379000,11379000,ANTELOPE C NR RED BLUFF CA,40.20376742,-122.1183272,YY,123,8019804
T11379500,11379500,ELDER C NR PASKENTA CA,40.02376507,-122.5119462,N,92.4,12068798
T11380000,11380000,ELDER C NR HENLEYVILLE CA,40.03182227,-122.2927724,N,130,12068806
T11380500,11380500,ELDER C A GERBER CA,40.05126768,-122.1658247,N,136,12068336
T11381500,11381500,MILL C NR LOS MOLINOS CA,40.0546022,-122.0241541,N,131,8019544
T11382000,11382000,THOMES C A PASKENTA CA,39.88765496,-122.5291655,N,203,12074976
T11382550,11382550,DEER C BL SLATE C NR DEER CREEK MEADOWS CA,40.23377046,-121.4649739,N,69.4,8020434
T11383500,11383500,DEER C NR VINA CA,40.01404745,-121.9483181,N,208,8020924
T11384000,11384000,BIG CHICO C NR CHICO CA,39.77627262,-121.753866,N,72.4,12076092
T11384350,11384350,MUD C NR CHICO CA,39.78377158,-121.8860903,N,48.9,12076100
T11384500,11384500,STONY C NR STONYFORD CA,39.36932849,-122.6047119,N,102,7994717
T11384600,11384600,LITTLE STONY C AB EAST PARK RES NR LODOGA CA,39.29655299,-122.5405423,N,45.6,7996193
T11385000,11385000,LITTLE STONY C NR LODOGA CA,39.3609957,-122.5135985,N,98.2,7996273
T11385500,11385500,STONY C AB STONY GORGE RES CA,39.50126953,-122.5111015,N,281,7993243
T11386500,11386500,GRINDSTONE C NR ELK CREEK CA,39.67710115,-122.531939,N,156,7993111
T11387000,11387000,STONY C NR FRUTO CA,39.67154569,-122.5180498,N,597,7993127
T11387500,11387500,STONY C NR ORLAND CA,39.77904565,-122.3594361,N,634,7993015
T11387800,11387800,NF STONY C NR NEWVILLE CA,39.78460043,-122.4772179,N,63.4,7990727
T11387990,11387990,SOUTH DIVERSION CN NR ORLAND CA,39.80987896,-122.330269,NA,NA,12072698
T11388000,11388000,STONY C BL BLACK BUTTE DAM NR ORLAND CA,39.81849004,-122.3249913,N,738,12074518
T11388500,11388500,STONY C NR HAMILTON CITY CA,39.72349297,-122.047481,N,773,12073156
T11389000,11389000,SACRAMENTO R A BUTTE CITY CA,39.45766285,-121.9941418,N,12075,2852705
T11389350,11389350,MOULTON WEIR SPILL TO BUTTE BASIN CA,39.3382204,-122.0227526,NA,NA,2849991
T11389470,11389470,COLUSA WEIR SPILL TO BUTTE BASIN NR COLUSA CA,39.23655589,-121.9949734,NA,NA,2852717
T11389500,11389500,SACRAMENTO R A COLUSA CA,39.21405663,-122.0002508,N,12090,24688709
T11389700,11389700,BUTTE C A BUTTE MEADOWS CA,40.06821525,-121.5746975,N,44.4,2769334
T11389747,11389747,FORKS OF BUTTE PP NR PARADISE CA,39.87127207,-121.633586,NA,NA,2770154
T11389750,11389750,DE SABLA PH NR PARADISE CA,39.8693276,-121.6319193,NA,NA,2770154
T11389775,11389775,CENTERVILLE PH NR PARADISE CA,39.78877259,-121.6574746,NA,NA,2770248
T11389800,11389800,TOADTOWN CN AB BUTTE CAN NR STIRLING CITY CA,39.8857164,-121.6108077,NA,NA,2770142
T11389950,11389950,LITTLE BUTTE C NR MAGALIA CA,39.81043913,-121.5844172,N,11.4,2770264
T11390000,11390000,BUTTE C NR CHICO CA,39.72599524,-121.7088643,N,147,1680009
T11390010,11390010,BUTTE C NR DURHAM CA,39.676551,-121.7794211,N,NA,1680023
T11390425,11390425,SUTTER BYPASS A LONG BRIDGE NR MERIDIAN CA,39.146003,-121.8430262,NA,NA,7970705
T11390480,11390480,TISDALE WEIR NR GRIMES CA,39.02656104,-121.8221904,N,NA,2851585
T11390500,11390500,SACRAMENTO R BL WILKINS SLOUGH NR GRIMES CA,39.00989476,-121.82469,N,12915,2851625
T11390655,11390655,SF WILLOW C NR FRUTO CA,39.54099191,-122.3897102,N,38.9,2843685
T11390660,11390660,WALKER C A ARTOIS CA,39.62543684,-122.1969283,N,60.4,2843289
T11390672,11390672,STONE CORRAL C NR SITES CA,39.2882206,-122.3010909,Y,38.2,2847739
T11391000,11391000,SACRAMENTO R A KNIGHTS LANDING CA,38.80295697,-121.7163526,N,14535,2858217
T11391021,11391021,FREMONT WEIR SPILL TO YOLO BYPASS NR VERONA CA,38.759347,-121.6674615,NA,NA,2858219
T11391050,11391050,SUTTER BYPASS NR NICOLAUS CA,38.96628416,-121.6721868,NA,NA,7975829
T11391400,11391400,L LAST CHANCE C BL FRENCHMAN DAM NR CHILCOOT CA,39.89323697,-120.1890947,N,81.1,8039053
T11391460,11391460,BERRY C NR SATTLEY CA,39.60101376,-120.4240986,N,7.54,8040707
T11391500,11391500,BIG GRIZZLY C AT GRIZZLY VALLEY DAM NR PORTOLA CA,39.88378936,-120.4766045,N,44,8039223
T11392100,11392100,MF FEATHER R NR PORTOLA CA,39.81906795,-120.4446582,N,586,948020312
T11392500,11392500,MF FEATHER R NR CLIO CA,39.753788,-120.5960511,N,686,8041803
T11393000,11393000,MF FEATHER R A SLOAT CA,39.85683989,-120.7191126,N,775,8039293
T11393500,11393500,MF FEATHER R BL SLOAT CA,39.86656102,-120.7718924,N,819,8039191
T11394000,11394000,MF FEATHER R NR NELSON POINT CA,39.85267105,-120.8732843,N,883,8039333
T11394500,11394500,MF FEATHER R NR MERRIMAC CA,39.70821994,-121.2705175,Y,1062,8037183
T11394620,11394620,FALL R NR FEATHER FALLS CA,39.66655608,-121.1346804,N,9.89,8037351
T11394800,11394800,SF FEATHER R AB LITTLE GRASS VALLEY RES CA,39.7518372,-120.9582864,N,8.09,8041823
T11395030,11395030,SF FEATHER R BL LITTLE GRASS VALLEY DAM CA,39.72378055,-121.0221775,N,25.9,8037179
T11395150,11395150,SOUTH FORK TUNNEL NR STRAWBERRY VALLEY CA,39.6485009,-121.1177355,NA,NA,8037383
T11395200,11395200,SF FEATHER R BL DIV DAM NR STRAWBERRY VALLEY CA,39.6473898,-121.1188467,N,37.7,8037383
T11395300,11395300,LOST C AB SLY C RES CA,39.61794602,-121.0896792,N,14.1,8037395
T11395500,11395500,OROVILLE WYANDOTTE CN NR CLIPPER MILLS CA,39.5540554,-121.1930153,NA,NA,8037557
T11396000,11396000,LOST C NR CLIPPER MILLS CA,39.5735007,-121.141625,N,30,8037505
T11396090,11396090,WOODLEAF PH NR WOODLEAF CA,39.5548885,-121.2041267,NA,NA,8037545
T11396200,11396200,SF FEATHER R BL FORBESTOWN DAM CA,39.5512773,-121.2094046,N,87.5,8037545
T11396290,11396290,FORBESTOWN PH NR FORBESTOWN CA,39.5498875,-121.2777399,NA,NA,8038161
T11396310,11396310,MINERS RANCH CN BL PONDEROSA DAM NR FORBESTOWN CA,39.5498873,-121.3066297,NA,NA,8038135
T11396329,11396329,KELLY RIDGE PH NR OROVILLE CA,39.5321085,-121.4913572,NA,NA,24689339
T11396330,11396330,BANGOR CN BL MINERS RANCH RES NR OROVILLE CA,39.50405346,-121.4555227,NA,NA,948020323
T11396350,11396350,SF FEATHER R A PONDEROSA DAM CA,39.54766514,-121.3041296,N,108,8038141
T11396395,11396395,SUCKER RUN A KANAKA DIV NR FEATHER FALLS CA,39.56210965,-121.2805178,N,15.5,8038035
T11396396,11396396,KANAKA PH NR FEATHER FALLS CA,39.56210965,-121.2805178,NA,NA,8038035
T11396397,11396397,COMBINED FLOW OF 11396395 + 11396396 CA,39.56210965,-121.2805178,NA,15.5,8038035
T11396400,11396400,SUCKER RUN NR FORBESTOWN CA,39.55322067,-121.3021851,Y,18.7,8037541
T11396500,11396500,PALERMO CN A ENTERPRISE CA,39.5346094,-121.3455197,NA,NA,8038163
T11397000,11397000,SF FEATHER R A ENTERPRISE CA,39.53738716,-121.3469086,N,132,8038163
T11397500,11397500,FEATHER R A BIDWELL BAR CA,39.5540531,-121.438578,N,1341,8038117
T11399500,11399500,NF FEATHER R NR PRATTVILLE CA,40.16822096,-121.093016,N,493,2773566
T11400000,11400000,BUTT C AB ALMANOR-BUTT C TU NR PRATTVILLE CA,40.18960782,-121.1907966,Y,69,2773562
T11400200,11400200,ALMANOR-BUTT C TU A OUTLET NR PRATTVILLE CA,40.188219,-121.1860742,NA,NA,2773564
T11400500,11400500,BUTT C BL ALMANOR-BUTT C TU NR PRATTVILLE CA,40.18710789,-121.1880187,N,69.3,2773562
T11400600,11400600,BUTT VALLEY PH NR PRATTVILLE CA,40.17571905,-121.1910743,NA,NA,2773564
T11401000,11401000,BUTT C A BUTTE VALLEY CA,40.11655368,-121.151073,N,81.3,2773572
T11401100,11401100,BUTT C NR CARIBOU CA,40.09655422,-121.132739,N,85.5,2773572
T11401110,11401110,CARIBOU PH NO1 AND NO2 A CARIBOU CA,40.0851651,-121.148295,NA,NA,2773574
T11401112,11401112,NF FEATHER R BL BELDEN DAM CA,40.07127605,-121.1646843,N,612,2773068
T11401125,11401125,INDIAN C NR BOULDER C GUARD STN NR TAYLORSVILLE CA,40.17822962,-120.6107797,N,68.6,8026372
T11401150,11401150,RED CLOVER C NR GENESEE CA,40.0482286,-120.661336,N,122,8027124
T11401165,11401165,SB WARD C BL DIV DAM NR GENESEE CA,40.00183868,-120.703004,N,6.74,8027394
T11401180,11401180,LITTLE GRIZZLY C NR GENESEE CA,40.01378187,-120.7541173,N,29.6,8027906
T11401200,11401200,INDIAN C NR TAYLORSVILLE CA,40.04794795,-120.8180078,N,526,8027896
T11401300,11401300,LIGHTS C NR TAYLORSVILLE CA,40.16655915,-120.7941191,N,57.6,8026462
T11401500,11401500,INDIAN C NR CRESCENT MILLS CA,40.07794668,-120.9280107,N,739,948020984
T11401940,11401940,MILL C NR QUINCY CA,39.93405898,-120.9060642,N,6.72,8029738
T11402000,11402000,SPANISH C AB BLACKHAWK C AT KEDDIE CA,40.002947,-120.9543994,N,184,8027910
T11402500,11402500,SPANISH C A KEDDIE CA,40.01378019,-120.9649553,N,194,8027908
T11403000,11403000,EB OF NF FEATHER R NR RICH BAR CA,40.01044218,-121.2185749,N,1025,8025256
T11403050,11403050,BELDEN PH A BELDEN CA,40.007386,-121.2494094,NA,NA,2773126
T11403200,11403200,NF FEATHER R BL ROCK C DIV DAM CA,39.98016347,-121.2769099,N,1773,2775196
T11403450,11403450,MILK RANCH CONDUIT A OUTLET CA,39.9023867,-121.2277406,NA,NA,2775448
T11403530,11403530,BUCKS C BL DIV DAM NR BUCKS LODGE CA,39.9043311,-121.2307963,N,31.5,2775448
T11403700,11403700,BUCKS C PH A STORRIE CA,39.9107185,-121.3280215,NA,NA,2775422
T11403800,11403800,ROCK C PH NR STORRIE CA,39.9054405,-121.3452442,N,NA,2776436
T11404000,11404000,GRIZZLY C NR STORRIE CA,39.8915534,-121.2274626,N,5.2,2776450
T11404100,11404100,BUCKS C TUNNEL OUTLET NR STORRIE CA,39.8840534,-121.229407,NA,NA,2775536
T11404240,11404240,GRIZZLY PP NR STORRIE CA,39.88905255,-121.2799642,NA,NA,2775510
T11404300,11404300,GRIZZLY C BL DIV DAM CA,39.89127458,-121.2941314,N,14.4,2775564
